date,AAPL,MSFT,JPM,AMZN,F,TSLA,GM,BAC,EPU
2019-04-01,0.18816122747845462,0.15253414843912674,0.21408510067739137,0.19216217596984342,0.23947505652035686,0.45695490853015047,0.18923207235736197,0.24534452440344678,109.68637345474951
2019-05-01,0.2663361837691777,0.19757934011308825,0.20535482960194187,0.20450977762068873,0.3469711652774223,0.46084933031757624,0.21104444586158932,0.2098973708783702,160.8581540301101
2019-06-01,0.3007916137640256,0.24359883987355038,0.17462005799509495,0.2758119247885415,0.24944065957816042,0.52459315354849,0.30198719487061476,0.25289855576789855,207.99137228425923
2019-07-01,0.1960646000607668,0.1815476051759929,0.16110571520258324,0.19061126812196127,0.2076488529805941,0.4234986386368075,0.19559675656663228,0.19912383741995904,207.745461743896
2019-08-01,0.28484338297614537,0.2226288371996322,0.22229751316239846,0.2138331062307883,0.2987560429876969,0.5562284759264453,0.19343292008317228,0.27632126779972355,282.52293100286573
2019-09-01,0.30406719441458124,0.2407287201768365,0.24929665071369017,0.22746960244804398,0.2292635638751197,0.4367330939748154,0.27786692796289547,0.3043532746612343,186.6406965622766
2019-10-01,0.21855613768491208,0.18653619014436593,0.20055954182630703,0.17697290910791413,0.23387616148796012,0.47453288691317747,0.28927208732800574,0.23108632837528803,159.5113928417186
2019-11-01,0.1859600677261318,0.16432983991990852,0.16427371525452197,0.1476866710701442,0.3026768356766312,0.5956641820852016,0.27341666400280257,0.17750576949040958,170.48034105615363
2019-12-01,0.17075806441823063,0.10375216304496697,0.12809083776405475,0.1373245055710578,0.20647286487231897,0.39212063371616,0.2226985340395505,0.1436062167680705,190.5049252842669
2020-01-01,0.1779946710964794,0.13410134558119852,0.15285504423418467,0.19539255402168573,0.15960061075562268,0.4246243962387939,0.20415434703347882,0.15828086559853688,164.75530578231132
2020-02-01,0.2829690435605967,0.24577583285408464,0.1962286448288573,0.2854280581217449,0.3162077225277297,0.9779615427047075,0.2359525337005008,0.21577339920535385,216.1912123553838
2020-03-01,0.7220580785812939,0.7356072375278547,0.7972843175193927,0.5004807914647031,0.6809839810501903,1.2646774164987296,0.8143242920220689,0.8327697548290923,425.7791697764692
2020-04-01,0.846629645622993,0.8929754245648551,1.1078171361855882,0.5561776681127005,1.0670592863408292,1.3306278725696274,1.2236899365810576,1.1625205005027868,400.9447431705236
